categoria,objeto,detalhes
1. TABELAS E COLUNAS,TABELA: admin_users,COLUNA: affiliate_id | TIPO: uuid | NULÁVEL: YES | PADRÃO: N/A | DESCRIÇÃO: N/A
"
4. FUNÇÕES (RPC),FUNÇÃO: get_affiliates_details,"CREATE OR REPLACE FUNCTION public.get_affiliates_details()
 RETURNS TABLE(affiliate_id uuid, affiliate_name text, login_email text, contact_email text, registration_date timestamp with time zone, commission_rate numeric)
 LANGUAGE plpgsql
AS $function$
BEGIN
    RETURN QUERY
    SELECT
        a.id,
        a.name,
        u.email,
        a.contact_email,
        a.created_at,
        a.commission_rate
    FROM
        public.affiliates AS a
    LEFT JOIN
        public.users AS u ON a.id = u.id;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_app_users_details,"CREATE OR REPLACE FUNCTION public.get_app_users_details()
 RETURNS TABLE(user_id uuid, contact_name text, contact_email text, company_id uuid, company_name text, plan_id uuid, plan_name text, affiliate_id uuid, affiliate_name text, company_status text)
 LANGUAGE plpgsql
AS $function$
BEGIN
    RETURN QUERY
    SELECT
        u.id AS user_id,
        u.full_name AS contact_name,
        u.email AS contact_email,
        c.id AS company_id,
        c.name AS company_name,
        c.plan_id,
        p.name AS plan_name,
        c.affiliate_id,
        a.name AS affiliate_name,
        c.status AS company_status
    FROM
        public.users u
        LEFT JOIN public.companies c ON c.id = COALESCE(u.company_id, u.id) -- Junção robusta
        LEFT JOIN public.plans p ON c.plan_id = p.id
        LEFT JOIN public.affiliates a ON c.affiliate_id = a.id
    WHERE
        u.role = 'app_user';
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_chat_history,"CREATE OR REPLACE FUNCTION public.get_chat_history(p_company_id uuid, p_customer_phone text)
 RETURNS TABLE(message_timestamp timestamp with time zone, sender text, message text)
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
DECLARE
    v_session_id text;
BEGIN
    -- Constrói o session_id exatamente como no n8n (ex: ""company_id""_""17981112074"")
    -- (Baseado no seu ""Agente - Oreh.json"")
    v_session_id := p_company_id::text || '_' || p_customer_phone;

    RETURN QUERY
    SELECT
        v.created_at AS message_timestamp,
        v.sender,
        v.clean_message AS message
    FROM
        public.v_n8n_chat_histories_clean AS v -- Seleciona DIRETAMENTE da VIEW
    WHERE
        v.session_id = v_session_id
    ORDER BY
        v.created_at ASC;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_clients_details,"CREATE OR REPLACE FUNCTION public.get_clients_details()
 RETURNS TABLE(company_id uuid, contact_name text, company_name text, company_cnpj text, company_phone text, plan_name text, status text, affiliate_name text, plan_id uuid)
 LANGUAGE plpgsql
AS $function$
BEGIN
    RETURN QUERY
    SELECT
        c.id AS company_id,
        pu.full_name AS contact_name,
        c.name AS company_name,
        c.cnpj AS company_cnpj,
        c.phone AS company_phone,
        p.name AS plan_name,
        'Ativo' AS status, -- Placeholder, pode ser uma coluna real no futuro
        a.name AS affiliate_name,
        c.plan_id
    FROM
        public.companies c
        LEFT JOIN public.plans p ON c.plan_id = p.id
        LEFT JOIN public.affiliates a ON c.affiliate_id = a.id
        -- Apenas o primeiro usuário da empresa é considerado o contato principal
        LEFT JOIN (
            SELECT DISTINCT ON (company_id) * FROM public.users
        ) pu ON c.id = pu.company_id;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_dashboard_metrics,"CREATE OR REPLACE FUNCTION public.get_dashboard_metrics()
 RETURNS json
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
DECLARE
    result json;
    logged_in_company_id uuid;
    v_chat_count INT;
    v_chat_limit INT;
BEGIN
    -- 1. Obter o company_id do usuário autenticado
    SELECT company_id INTO logged_in_company_id
    FROM public.users
    WHERE id = auth.uid();

    IF logged_in_company_id IS NULL THEN
        RETURN '{}'::json;
    END IF;

    -- 2. Buscar métricas principais
    WITH 
    chats_mes_corrente AS (
        SELECT *
        FROM public.chats
        WHERE company_id = logged_in_company_id
          AND created_at >= date_trunc('month', current_date)
          AND created_at < date_trunc('month', current_date) + interval '1 month'
          AND (temperatura <> 'DESCARTE' OR temperatura IS NULL) 
    ),
    
    volume_diario AS (
        SELECT
            (current_date - g.day) AS day,
            COUNT(c.id) AS count
        FROM generate_series(0, 6) AS g(day)
        LEFT JOIN public.chats c ON 
            date_trunc('day', c.created_at) = (current_date - g.day) 
            AND c.company_id = logged_in_company_id
            AND (c.temperatura <> 'DESCARTE' OR c.temperatura IS NULL)
        GROUP BY 1
        ORDER BY 1
    ),

    -- NOVO: Buscar o limite do plano e a contagem de chats
    plan_data AS (
        SELECT 
            p.monthly_chat_limit,
            (SELECT COUNT(*) FROM chats_mes_corrente) as chat_count
        FROM public.companies c
        LEFT JOIN public.plans p ON c.plan_id = p.id
        WHERE c.id = logged_in_company_id
    )

    -- 3. Monta o objeto JSON final
    SELECT
        json_build_object(
            -- Métrica antiga mantida
            'total_atendimentos_mes', (SELECT COUNT(*) FROM chats_mes_corrente),

            -- Campos antigos removidos (resolvidos_ia_percent, leads_qualificados)
            
            -- NOVOS CAMPOS ADICIONADOS
            'chat_count_month', (SELECT chat_count FROM plan_data),
            'chat_limit_plan', (SELECT monthly_chat_limit FROM plan_data),

            -- Gráficos (mantidos)
            'funil_data', json_build_object(
                'topo', (SELECT COUNT(*) FROM chats_mes_corrente WHERE temperatura = 'Novo'),
                'meio', (SELECT COUNT(*) FROM chats_mes_corrente WHERE temperatura = 'Atendimento'),
                'fundo', (SELECT COUNT(*) FROM chats_mes_corrente WHERE temperatura = 'Agendado')
            ),
            'volume_ultimos_7_dias', (SELECT json_agg(vd) FROM volume_diario vd),
            'new_clients_month', (
                SELECT COUNT(*) 
                FROM public.clients 
                WHERE company_id = logged_in_company_id 
                  AND created_at >= date_trunc('month', current_date)
            )
        )
    INTO result;

    RETURN result;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_my_company_id,"CREATE OR REPLACE FUNCTION public.get_my_company_id()
 RETURNS uuid
 LANGUAGE plpgsql
AS $function$BEGIN
  RETURN (SELECT company_id FROM public.users WHERE id = auth.uid());
END;$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_new_clients_monthly,"CREATE OR REPLACE FUNCTION public.get_new_clients_monthly()
 RETURNS TABLE(month text, count bigint)
 LANGUAGE plpgsql
AS $function$
  BEGIN
    RETURN QUERY
    SELECT 
      to_char(date_trunc('month', created_at), 'YYYY-MM') AS month,
      COUNT(id) as count
    FROM 
      public.companies
    WHERE 
      created_at >= date_trunc('month', now()) - interval '5 months'
    GROUP BY 
      date_trunc('month', created_at)
    ORDER BY 
      date_trunc('month', created_at);
  END;
  $function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_super_admin_metrics,"CREATE OR REPLACE FUNCTION public.get_super_admin_metrics()
 RETURNS json
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
DECLARE
    total_affiliates INT;
    total_clients INT;
    total_revenue NUMERIC;
BEGIN
    SELECT COUNT(*) INTO total_affiliates FROM affiliates;
    SELECT COUNT(*) INTO total_clients FROM companies;
    SELECT COALESCE(SUM(p.price), 0) INTO total_revenue 
    FROM companies c
    JOIN plans p ON c.plan_id = p.id
    WHERE c.status = 'active';

    RETURN json_build_object(
        'total_affiliates', total_affiliates,
        'total_clients', total_clients,
        'total_revenue', total_revenue
    );
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: get_superadmin_dashboard_metrics,"CREATE OR REPLACE FUNCTION public.get_superadmin_dashboard_metrics()
 RETURNS json
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
DECLARE
    metrics JSON;
    v_total_revenue NUMERIC;
    v_total_clients INT;
    v_total_affiliates INT;
    v_clients_by_status JSON;
    v_commissions_to_pay_month NUMERIC;
    v_avg_ticket NUMERIC;
    v_churn_rate_month NUMERIC;
    v_clients_by_affiliate JSON;
    v_commissions_by_affiliate JSON;
    v_new_clients_monthly JSON;
BEGIN
    -- 1. Métricas de Receita e Ticket Médio (CLIENTES ATIVOS - ***ALTERADO***)
    -- Baseado em EMPRESAS ATIVAS que possuem pelo menos um 'app_user'
    SELECT
        COALESCE(SUM(p.price), 0),
        COALESCE(SUM(p.price) / NULLIF(COUNT(DISTINCT c.id), 0), 0)
    INTO
        v_total_revenue,
        v_avg_ticket
    FROM public.companies c
    JOIN public.plans p ON c.plan_id = p.id
    WHERE c.status = 'active'
      AND EXISTS ( -- Garante que a empresa tenha pelo menos um usuário 'app_user'
          SELECT 1
          FROM public.users u
          WHERE u.company_id = c.id
            AND u.role = 'app_user'
      );

    -- 1b. Total de Clientes (GERAL - Contagem de USUÁRIOS 'app_user')
    SELECT COUNT(id)
    INTO v_total_clients
    FROM public.users
    WHERE role = 'app_user';

    -- 2. Total de Afiliados (Contagem de AFILIADOS)
    SELECT COUNT(*)
    INTO v_total_affiliates
    FROM public.affiliates;

    -- 3. Clientes por Status (***CORRIGIDO***)
    -- Baseado em USUÁRIOS 'app_user', agrupados pelo status da EMPRESA
    -- Correção: A agregação 'json_object_agg' foi movida para fora de uma subconsulta
    -- para evitar o erro 'aggregate function calls cannot be nested'.
    SELECT json_object_agg(status, count)
    INTO v_clients_by_status
    FROM (
        SELECT 
            COALESCE(c.status, 'unknown') AS status, 
            COUNT(u.id) AS count
        FROM public.users u
        LEFT JOIN public.companies c ON u.company_id = c.id
        WHERE u.role = 'app_user'
        GROUP BY c.status
    ) AS status_counts;

    -- 4. Comissões a Pagar no Mês Atual (***ALTERADO***)
    -- Baseado em EMPRESAS ATIVAS que possuem 'app_user'
    SELECT COALESCE(SUM(p.price * a.commission_rate), 0)
    INTO v_commissions_to_pay_month
    FROM public.companies c
    JOIN public.plans p ON c.plan_id = p.id
    JOIN public.affiliates a ON c.affiliate_id = a.id
    WHERE c.status = 'active'
      AND c.created_at <= now()
      AND EXISTS ( -- Garante que a empresa tenha pelo menos um usuário 'app_user'
          SELECT 1
          FROM public.users u
          WHERE u.company_id = c.id
            AND u.role = 'app_user'
      );

    -- 5. Churn Rate (Placeholder)
    SELECT 0.0
    INTO v_churn_rate_month;

    -- 6. Clientes por Afiliado (***ALTERADO***)
    -- Baseado em USUÁRIOS 'app_user'
    SELECT json_agg(affiliate_counts)
    INTO v_clients_by_affiliate
    FROM (
        SELECT 
            COALESCE(a.name, 'Sem Afiliado') AS name,
            COUNT(u.id) AS count -- Conta usuários
        FROM public.users u
        LEFT JOIN public.companies c ON u.company_id = c.id -- Junta com companies para pegar o affiliate_id
        LEFT JOIN public.affiliates a ON c.affiliate_id = a.id
        WHERE u.role = 'app_user' -- Filtra por app_user
        GROUP BY a.name
    ) AS affiliate_counts;

    -- 7. Comissões por Afiliado (Mês Atual) (***ALTERADO***)
    -- Baseado em EMPRESAS ATIVAS que possuem 'app_user'
    SELECT json_agg(commission_totals)
    INTO v_commissions_by_affiliate
    FROM (
        SELECT 
            a.name,
            COALESCE(SUM(p.price * a.commission_rate), 0) AS total
        FROM public.companies c
        JOIN public.plans p ON c.plan_id = p.id
        JOIN public.affiliates a ON c.affiliate_id = a.id
        WHERE c.status = 'active'
          AND EXISTS ( -- Garante que a empresa tenha pelo menos um usuário 'app_user'
              SELECT 1
              FROM public.users u
              WHERE u.company_id = c.id
                AND u.role = 'app_user'
          )
        GROUP BY a.name
        HAVING COALESCE(SUM(p.price * a.commission_rate), 0) > 0
    ) AS commission_totals;

    -- 8. Novos Clientes por Mês (Plataforma - ***ALTERADO***)
    -- Baseado em USUÁRIOS 'app_user'
    SELECT json_agg(monthly_data)
    INTO v_new_clients_monthly
    FROM (
        SELECT 
            to_char(date_trunc('month', created_at), 'YYYY-MM') AS month,
            COUNT(id) as count
        FROM public.users -- Alterado de companies para users
        WHERE role = 'app_user' -- Filtra por app_user
          AND created_at >= date_trunc('month', now()) - interval '5 months'
        GROUP BY date_trunc('month', created_at)
        ORDER BY date_trunc('month', created_at)
    ) AS monthly_data;


    -- Compila o JSON final
    metrics := json_build_object(
        'total_revenue', v_total_revenue,
        'total_clients', v_total_clients,
        'total_affiliates', v_total_affiliates,
        'clients_by_status', COALESCE(v_clients_by_status, '{}'::json),
        'commissions_to_pay_month', v_commissions_to_pay_month,
        'avg_ticket', v_avg_ticket,
        'churn_rate_month', v_churn_rate_month,
        'clients_by_affiliate', COALESCE(v_clients_by_affiliate, '[]'::json),
        'commissions_by_affiliate', COALESCE(v_commissions_by_affiliate, '[]'::json),
        'new_clients_monthly', COALESCE(v_new_clients_monthly, '[]'::json)
    );

    RETURN metrics;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec,"CREATE OR REPLACE FUNCTION public.halfvec(halfvec, integer, boolean)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_accum,"CREATE OR REPLACE FUNCTION public.halfvec_accum(double precision[], halfvec)
 RETURNS double precision[]
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_accum$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_add,"CREATE OR REPLACE FUNCTION public.halfvec_add(halfvec, halfvec)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_add$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_avg,"CREATE OR REPLACE FUNCTION public.halfvec_avg(double precision[])
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_avg$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_cmp,"CREATE OR REPLACE FUNCTION public.halfvec_cmp(halfvec, halfvec)
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_cmp$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_combine,"CREATE OR REPLACE FUNCTION public.halfvec_combine(double precision[], double precision[])
 RETURNS double precision[]
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$vector_combine$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_concat,"CREATE OR REPLACE FUNCTION public.halfvec_concat(halfvec, halfvec)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_concat$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_eq,"CREATE OR REPLACE FUNCTION public.halfvec_eq(halfvec, halfvec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_eq$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_ge,"CREATE OR REPLACE FUNCTION public.halfvec_ge(halfvec, halfvec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_ge$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_gt,"CREATE OR REPLACE FUNCTION public.halfvec_gt(halfvec, halfvec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_gt$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_in,"CREATE OR REPLACE FUNCTION public.halfvec_in(cstring, oid, integer)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_in$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_l2_squared_distance,"CREATE OR REPLACE FUNCTION public.halfvec_l2_squared_distance(halfvec, halfvec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_l2_squared_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_le,"CREATE OR REPLACE FUNCTION public.halfvec_le(halfvec, halfvec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_le$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_lt,"CREATE OR REPLACE FUNCTION public.halfvec_lt(halfvec, halfvec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_lt$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_mul,"CREATE OR REPLACE FUNCTION public.halfvec_mul(halfvec, halfvec)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_mul$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_ne,"CREATE OR REPLACE FUNCTION public.halfvec_ne(halfvec, halfvec)
 RETURNS boolean
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_ne$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_negative_inner_product,"CREATE OR REPLACE FUNCTION public.halfvec_negative_inner_product(halfvec, halfvec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_negative_inner_product$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_out,"CREATE OR REPLACE FUNCTION public.halfvec_out(halfvec)
 RETURNS cstring
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_out$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_recv,"CREATE OR REPLACE FUNCTION public.halfvec_recv(internal, oid, integer)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_recv$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_send,"CREATE OR REPLACE FUNCTION public.halfvec_send(halfvec)
 RETURNS bytea
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_send$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_spherical_distance,"CREATE OR REPLACE FUNCTION public.halfvec_spherical_distance(halfvec, halfvec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_spherical_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_sub,"CREATE OR REPLACE FUNCTION public.halfvec_sub(halfvec, halfvec)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_sub$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_to_float4,"CREATE OR REPLACE FUNCTION public.halfvec_to_float4(halfvec, integer, boolean)
 RETURNS real[]
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_to_float4$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_to_sparsevec,"CREATE OR REPLACE FUNCTION public.halfvec_to_sparsevec(halfvec, integer, boolean)
 RETURNS sparsevec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_to_sparsevec$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_to_vector,"CREATE OR REPLACE FUNCTION public.halfvec_to_vector(halfvec, integer, boolean)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_to_vector$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: halfvec_typmod_in,"CREATE OR REPLACE FUNCTION public.halfvec_typmod_in(cstring[])
 RETURNS integer
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_typmod_in$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: hamming_distance,"CREATE OR REPLACE FUNCTION public.hamming_distance(bit, bit)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$hamming_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: handle_new_user,"CREATE OR REPLACE FUNCTION public.handle_new_user()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO 'public'
AS $function$BEGIN
  -- 1. Cria a nova empresa, usando o ID do usuário como ID da empresa e populando com os dados do cadastro.
  INSERT INTO public.companies (
    id, 
    name,                               -- Nome da empresa será o nome completo do usuário
    cnpj,                               -- Documento do usuário
    asaas_customer_id                   -- ID do cliente Asaas
  )
  VALUES (
    new.id, 
    new.raw_user_meta_data->>'full_name',
    new.raw_user_meta_data->>'cpf_cnpj',
    new.raw_user_meta_data->>'asaas_customer_id'
  );

  -- 2. Cria os registros de segredos para a nova empresa.
  INSERT INTO public.company_secrets (company_id)
  VALUES (new.id);

  -- 3. Insere o registro na tabela public.users, agora incluindo o nome completo e o company_id.
  INSERT INTO public.users (
    id, 
    email, 
    company_id,
    full_name                           -- Nome completo do usuário
  )
  VALUES (
    new.id, 
    new.email, 
    new.id,
    new.raw_user_meta_data->>'full_name'
  );
  
  RETURN new;
END;$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: hnsw_bit_support,"CREATE OR REPLACE FUNCTION public.hnsw_bit_support(internal)
 RETURNS internal
 LANGUAGE c
AS '$libdir/vector', $function$hnsw_bit_support$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: hnsw_halfvec_support,"CREATE OR REPLACE FUNCTION public.hnsw_halfvec_support(internal)
 RETURNS internal
 LANGUAGE c
AS '$libdir/vector', $function$hnsw_halfvec_support$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: hnsw_sparsevec_support,"CREATE OR REPLACE FUNCTION public.hnsw_sparsevec_support(internal)
 RETURNS internal
 LANGUAGE c
AS '$libdir/vector', $function$hnsw_sparsevec_support$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: hnswhandler,"CREATE OR REPLACE FUNCTION public.hnswhandler(internal)
 RETURNS index_am_handler
 LANGUAGE c
AS '$libdir/vector', $function$hnswhandler$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: increment_coupon_usage,"CREATE OR REPLACE FUNCTION public.increment_coupon_usage(p_coupon_id uuid)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
    UPDATE public.coupons
    SET usage_count = usage_count + 1
    WHERE id = p_coupon_id;
END;
$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: inner_product,"CREATE OR REPLACE FUNCTION public.inner_product(halfvec, halfvec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_inner_product$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: inner_product,"CREATE OR REPLACE FUNCTION public.inner_product(vector, vector)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$inner_product$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: inner_product,"CREATE OR REPLACE FUNCTION public.inner_product(sparsevec, sparsevec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_inner_product$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: ivfflat_bit_support,"CREATE OR REPLACE FUNCTION public.ivfflat_bit_support(internal)
 RETURNS internal
 LANGUAGE c
AS '$libdir/vector', $function$ivfflat_bit_support$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: ivfflat_halfvec_support,"CREATE OR REPLACE FUNCTION public.ivfflat_halfvec_support(internal)
 RETURNS internal
 LANGUAGE c
AS '$libdir/vector', $function$ivfflat_halfvec_support$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: ivfflathandler,"CREATE OR REPLACE FUNCTION public.ivfflathandler(internal)
 RETURNS index_am_handler
 LANGUAGE c
AS '$libdir/vector', $function$ivfflathandler$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: jaccard_distance,"CREATE OR REPLACE FUNCTION public.jaccard_distance(bit, bit)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$jaccard_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l1_distance,"CREATE OR REPLACE FUNCTION public.l1_distance(vector, vector)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$l1_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l1_distance,"CREATE OR REPLACE FUNCTION public.l1_distance(sparsevec, sparsevec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_l1_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l1_distance,"CREATE OR REPLACE FUNCTION public.l1_distance(halfvec, halfvec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_l1_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_distance,"CREATE OR REPLACE FUNCTION public.l2_distance(vector, vector)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$l2_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_distance,"CREATE OR REPLACE FUNCTION public.l2_distance(halfvec, halfvec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_l2_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_distance,"CREATE OR REPLACE FUNCTION public.l2_distance(sparsevec, sparsevec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_l2_distance$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_norm,"CREATE OR REPLACE FUNCTION public.l2_norm(halfvec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_l2_norm$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_norm,"CREATE OR REPLACE FUNCTION public.l2_norm(sparsevec)
 RETURNS double precision
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_l2_norm$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_normalize,"CREATE OR REPLACE FUNCTION public.l2_normalize(halfvec)
 RETURNS halfvec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$halfvec_l2_normalize$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_normalize,"CREATE OR REPLACE FUNCTION public.l2_normalize(vector)
 RETURNS vector
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$l2_normalize$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: l2_normalize,"CREATE OR REPLACE FUNCTION public.l2_normalize(sparsevec)
 RETURNS sparsevec
 LANGUAGE c
 IMMUTABLE PARALLEL SAFE STRICT
AS '$libdir/vector', $function$sparsevec_l2_normalize$function$
"
4. FUNÇÕES (RPC),FUNÇÃO: login,"CREATE OR REPLACE FUNCTION public.login(email_param text, password_param text)
 RETURNS json
 LANGUAGE plpgsql
AS $function$
DECLARE
    user_record public.users;
    result json;
BEGIN
    SELECT * INTO user_record
    FROM public.users
